Command,Shell,Exit code,User time (us),System time (us),Max RSS (Bytes),Page Reclaims,Page Faults,Voluntary Context Switches,Involuntary Context Switches,Wall clock (us)
"bc -le ""scale=492;4*a(1)""","",0,3400,3127,1605632,424,1,0,11,27253
"bc -le ""scale=492;4*a(1)""","",0,3376,2049,1605632,424,1,0,8,27847
"bc -le ""scale=492;4*a(1)""","",0,3432,3297,1982464,447,1,0,22,27684
"bc -le ""scale=492;4*a(1)""","",0,3171,2504,1605632,424,1,0,15,27154
"bc -le ""scale=492;4*a(1)""","",0,3177,3123,1605632,425,1,0,6,24891
"bc -le ""scale=492;4*a(1)""","",0,3158,3237,1605632,424,1,0,8,24686
"bc -le ""scale=492;4*a(1)""","",0,3148,2597,1605632,424,1,0,7,24649
"bc -le ""scale=492;4*a(1)""","",0,3171,3341,1605632,424,1,0,8,24751
"bc -le ""scale=492;4*a(1)""","",0,3140,3253,1605632,424,1,0,9,24777
"bc -le ""scale=492;4*a(1)""","",0,3137,3195,1605632,424,1,0,6,24769
"bc -le ""scale=492;4*a(1)""","",0,3121,3313,1605632,424,1,0,8,25041
"bc -le ""scale=492;4*a(1)""","",0,3150,3343,1605632,424,1,0,8,25062
"bc -le ""scale=492;4*a(1)""","",0,3143,3451,1605632,424,1,0,11,24985
"bc -le ""scale=492;4*a(1)""","",0,3238,2830,1605632,424,1,0,8,24994
"bc -le ""scale=492;4*a(1)""","",0,3271,3377,1605632,424,1,0,8,26119
"bc -le ""scale=492;4*a(1)""","",0,3164,3204,1605632,424,1,0,8,25573
"bc -le ""scale=492;4*a(1)""","",0,3155,2821,1605632,424,1,0,9,24947
"bc -le ""scale=492;4*a(1)""","",0,3206,3485,1605632,424,1,0,9,25096
"bc -le ""scale=492;4*a(1)""","",0,3206,3445,1605632,424,1,0,7,25510
