Command,Shell,Exit code,User time (us),System time (us),Max RSS (Bytes),Page Reclaims,Page Faults,Voluntary Context Switches,Involuntary Context Switches,Wall clock (us)
"ls -lr","",0,715,4096,1949696,448,0,0,18,24488
"ls -lr","",0,715,2354,1966080,449,0,0,20,24712
"ls -lr","",0,712,3266,1949696,448,0,0,18,24264
"ls -lr","",0,707,4070,1687552,432,0,0,19,24409
"ls -lr","",0,708,4101,1867776,443,0,0,20,24323
"ls -lr","",0,726,2688,1933312,447,0,0,20,24697
"ls -lr","",0,709,4101,1949696,448,0,0,20,24400
"ls -lr","",0,735,4166,1949696,448,0,0,21,24673
"ls -lr","",0,695,3998,1949696,448,0,0,19,24639
"ls -lr","",0,718,3453,1687552,432,0,0,18,24699
"ls -lr","",0,707,4089,1949696,448,0,0,20,24426
"ls -lr","",0,698,4051,1835008,441,0,0,18,24437
"ls -lr","",0,674,3981,1654784,430,0,0,21,24630
"ls -lr","",0,707,4090,1982464,450,0,0,21,24481
"ls -lr","",0,721,4051,1867776,443,0,0,21,24284
"ls -lr","",0,703,4115,1654784,430,0,0,21,24215
"ls -lr","",0,703,4114,1867776,443,0,0,19,24217
"ls -lr","",0,707,4106,1949696,448,0,0,20,24393
"ls -lr","",0,715,4067,2129920,459,0,0,18,25101
"ls -lr","",0,708,4109,1949696,448,0,0,18,24568
"ls -lr","",0,723,2472,1949696,448,0,0,20,24281
"ls -lr","",0,710,4001,2146304,460,0,0,19,24236
"ls -lr","",0,714,4109,1802240,439,0,0,23,24309
"ls -lr","",0,693,4110,1949696,448,0,0,18,24391
"ls -lr","",0,711,4115,1851392,442,0,0,20,24314
"ls -lr","",0,708,3404,1654784,430,0,0,20,24497
"ls -lr","",0,690,4027,1949696,448,0,0,20,24265
"ls -lr","",0,712,4006,1687552,432,0,0,19,24492
"ls -lr","",0,710,4029,1867776,443,0,0,22,24412
"ls -lr","",0,710,3457,1933312,447,0,0,21,24503
"ls -lr","",0,691,4091,1933312,447,0,0,19,24352
"ls -lr","",0,733,4102,1851392,442,0,0,17,24412
"ls -lr","",0,722,4079,1966080,447,0,0,18,24172
"ls -lr","",0,702,4100,1949696,446,0,0,22,24369
"ls -lr","",0,675,4024,1933312,445,0,0,18,24379
"ls -lr","",0,726,4040,1966080,447,0,0,19,24267
"ls -lr","",0,706,3105,1867776,441,0,0,19,24422
"ls -lr","",0,713,4166,1949696,446,0,0,18,24697
"ls -lr","",0,658,4033,1949696,446,0,0,22,24268
"ls -lr","",0,722,4105,1867776,441,0,0,19,24859
"ls -lr","",0,706,4114,1867776,441,0,0,19,24286
"ls -lr","",0,714,3905,1851392,440,0,0,21,24308
"ls -lr","",0,667,3825,1949696,446,0,0,20,24210
"ls -lr","",0,694,4071,1687552,430,0,0,19,24297
"ls -lr","",0,707,3167,1949696,446,0,0,19,24578
"ls -lr","",0,696,4059,1687552,430,0,0,21,24401
"ls -lr","",0,686,4091,1851392,440,0,0,20,24334
"ls -lr","",0,712,3940,1949696,446,0,0,19,24236
"ls -lr","",0,716,4025,1654784,428,0,0,19,24340
"ls -lr","",0,712,4047,1867776,442,0,0,18,24481
"ls -lr","",0,714,4020,1802240,437,0,0,22,24505
"ls -lr","",0,737,3915,1654784,428,0,0,18,24265
"ls -lr","",0,723,4070,1966080,447,0,0,19,24389
"ls -lr","",0,669,4024,1982464,448,0,0,19,24674
"ls -lr","",0,705,4082,1851392,440,0,0,21,24318
"ls -lr","",0,718,4092,1867776,441,0,0,18,24410
"ls -lr","",0,706,4094,1654784,428,0,0,20,24482
"ls -lr","",0,710,4112,1867776,441,0,0,20,24288
"ls -lr","",0,754,4188,2146304,458,0,0,19,24866
"ls -lr","",0,717,4147,1654784,428,0,0,19,24930
"ls -lr","",0,702,4013,1949696,446,0,0,19,24734
"ls -lr","",0,698,3348,1949696,446,0,0,21,24673
"ls -lr","",0,727,4122,1884160,442,0,0,19,24710
"ls -lr","",0,701,3828,1949696,446,0,0,19,24352
"ls -lr","",0,745,3481,1654784,428,0,0,21,24342
"ls -lr","",0,727,4027,1900544,443,0,0,20,24403
"ls -lr","",0,708,3578,1687552,430,0,0,22,24655
"ls -lr","",0,714,4111,1949696,446,0,0,18,24367
"ls -lr","",0,715,3232,2146304,458,0,0,20,24708
"ls -lr","",0,717,4125,1867776,441,0,0,21,24527
"ls -lr","",0,706,4084,1835008,439,0,0,18,24311
"ls -lr","",0,725,3404,1654784,428,0,0,19,24180
"ls -lr","",0,693,4109,1654784,428,0,0,17,24288
"ls -lr","",0,708,3974,1900544,443,0,0,20,24560
"ls -lr","",0,712,3957,1949696,446,0,0,20,24436
"ls -lr","",0,716,4050,1949696,446,0,0,19,24393
