command,mean,stddev,median,user,system,min,max
ps Aux,0.06340824535333335,0.0006781265581530195,0.06339015942000001,0.022600199999999997,0.03835608666666667,0.062422867920000014,0.06518053492
"find /usr/local/lib ""*.dylib""",0.14681724682,0.0028065397264407832,0.14598049242,0.018497466666666667,0.12525162,0.14442799192,0.15868590992
ls -l,0.006329649519999999,0.0005957976558359044,0.00641401342,0.002488633333333334,0.0019616533333333334,0.005101617920000001,0.00770949292
